ref	text	macula_lemma	macula_eng	macula_lxx_greek	tbi	sruv06	rv09	bbc
GEN 10:3!4	רִיפַ֖ת	רִיפַת	Riphath	ριφαθ	rifat	Rifathi	Rifat	Ripat
GEN 10:3!5	תֹגַרְמָֽה	תֹּגַרְמָה	Togarmah	θοργαμα	togarma	Togama	Togarma	Togarma
GEN 10:4!2	יָוָ֖ן	יָוָן	Javan	ιωυαν	yawan	wa Yavani	Javán	Javan
GEN 10:4!3	אֱלִישָׁ֣ה	אֱלִישָׁה	Elishah	ελισα	elisa	ni Elisha	Elisa	Elisa
GEN 10:4!4	תַרְשִׁ֑ישׁ	תַּרְשִׁישׁ	Tarshish	θαρσις	tarsis	Tarshishi	Tarsis	Tarsis
GEN 10:4!5	כִּתִּ֖ים	כִּתִּי	Kittim	κίτιοι	kitim	Kitimu	Quitim	Kittim
GEN 10:4!6	דֹדָנִֽים	רוֹדָנִים	Dodanim	ῥόδιοι	dodanim	Warodani	Dodanim	Dodanim
GEN 10:6!2	חָ֑ם	חָם	Ham	ξαμ	ham	wa Hamu	Cam	Ham
GEN 10:6!3	כּ֥וּשׁ	כּוּשׁ	Cush	ξους	kush	ni Kushi	Cus	Kus
GEN 10:6!4	מִצְרַ֖יִם	מִצְרַ֫יִם	Mizraim	μεσραιμ	Misraim	Misri	Mizraim	Mizraim
GEN 10:6!5	פ֥וּט	פּוּט	Put	φουδ	put	Putu	Fut	Put
GEN 10:6!6	כְנָֽעַן	כְּנַ֫עַן	Canaan	ξανααν	kanaan	Kanaani	Canaán	Kanaan
GEN 10:7!2	כ֔וּשׁ	כּוּשׁ	Cush	ξους	kush	wa Kushi	Cus	Kus
GEN 10:7!3	סְבָא֙	סְבָא	Seba	σαβα	seba	ni Seba	Seba	Seba
GEN 10:7!4	חֲוִילָ֔ה	חֲוִילָה	Havilah	ευιλα	hawila	Havila	Havila	Hevila
GEN 10:7!5	סַבְתָּ֥ה	סַבְתָּה	Sabtah	σαβαθα	sabta	Sabta	Sabta	Sapta
GEN 10:7!6	רַעְמָ֖ה	רַעְמָה	Raamah	ρεγμα	raema	Raama	Raama	Raama
GEN 10:7!7	סַבְתְּכָ֑א	סַבְתְּכָא	Sabteca	σαβακαθα	sabtekha	Sabteka	Sabteca	Saptika
GEN 10:7!9	רַעְמָ֖ה	רַעְמָה	Raamah	ρεγμα	Raema	wa Raama	Raama	Raama
GEN 10:7!10	שְׁבָ֥א	שְׁבָא	Sheba	σαβα	syeba	ni Sheba	Seba	Seba
GEN 10:7!11	דְדָֽן	דְּדָן	Dedan	δαδαν	dedan	Dedani	Dedán	Dedan
GEN 10:8!1	כ֖וּשׁ	כּוּשׁ	Cush	ξους	kush	Kushi	Cus	Kus
GEN 10:8!4	נִמְרֹ֑ד	נִמְרֹד	Nimrod	νεβρωδ	nimrod	Nimrodi	Nimrod	Nimrod
GEN 10:9!6	יְהוָ֑ה	יהוה	LORD	κυρίου	tuhan	BWANA	Jehová	Jahowa
GEN 10:9!10	נִמְרֹ֛ד	נִמְרֹד	Nimrod	νεβρωδ	nimrod	Nimrodi	Nimrod	Nimrod
GEN 10:9!14	יְהוָֽה	יהוה	LORD	κυρίου	tuhan	BWANA	Jehová	Jahowa
GEN 10:10!4	בָּבֶ֔ל	בָּבֶ֫ל	Babel	βαβυλὼν	babel	Babeli	Babel	Babel
GEN 10:10!5	אֶ֖רֶךְ	אֶ֫רֶךְ	Erech	ορεξ	erekh	Ereku	Erec	Erik
GEN 10:10!6	אַכַּ֣ד	אַכַּד	Accad	αρξαδ	akad	Akadi	Acad	Kabne
GEN 10:10!7	כַלְנֵ֑ה	כַּלְנֵ֑ה	Calneh	ξαλαννη		Kalne	Calne	
GEN 10:10!9	שִׁנְעָֽר	שִׁנְעָר	Shinar	σεννααρ	sinear	Shinari	Sinar	Sinear
GEN 10:11!5	אַשּׁ֑וּר	אַשּׁוּר	Assyria	ασσουρ	Asyur	Ashuru	Asiria	Assur
GEN 10:11!8	נִ֣ינְוֵ֔ה	נִינְוֵה	Nineveh	νινευη	niniwe	Ninawi	Nínive	Ninive
GEN 10:11!13	כָּֽלַח	כֶּ֫לַח	Calah		Kalah	Kala	Cala	Kala
GEN 10:12!2	רֶ֔סֶן	רֶ֫סֶן	Resen		resen	Reseni	Resén	Resen
GEN 10:12!4	נִֽינְוֵ֖ה	נִינְוֵה	Nineveh	νινευη	niniwe	ya Ninawi	Nínive	Ninive
GEN 10:12!6	כָּ֑לַח	כֶּ֫לַח	Calah	ξαλαξ	Kalah	Kala	Cala	Kala
GEN 10:13!1	מִצְרַ֡יִם	מִצְרַ֫יִם	Mizraim	μεσραιμ	Misraim	Misri	Mizraim	Mizraim
GEN 10:15!1	כְנַ֗עַן	כְּנַ֫עַן	Canaan	ξανααν	kanaan	Kanaani	Canaán	Kanaan
GEN 10:15!4	צִידֹ֥ן	צִידוֹן	Sidon		sidon	Sidoni	Sidón	Sidon
GEN 10:15!7	חֵֽת	חֵת	Heth		het	Hethi	Het	Het
GEN 10:19!4	צִּידֹ֔ן	צִידוֹן	Sidon	σιδῶνος	sidon	Sidoni	Sidón	Sidon
GEN 10:19!8	עַזָּ֑ה	עַזָּה	Gaza	γάζαν	gaza	Gaza	Gaza	Gaza
GEN 10:19!11	עֲמֹרָ֛ה	עֲמֹרָה	Gomorrah	γομορρας	gomora	Gomora	Gomorra	Gomorra
GEN 10:19!12	אַדְמָ֥ה	אַדְמָה	Admah	αδαμα	adma	Adma	Adma	Adma
GEN 10:19!13	צְבֹיִ֖ם	צְבֹיִים	Zeboiim	σεβωιμ	zeboim	Seboimu	Zeboim	Zeboim
GEN 10:19!15	לָֽשַׁע	לֶ֫שַׁע	Lasha	λασα	lasa	Lasha	Lasa	Lasa
GEN 10:20!3	חָ֔ם	חָם	Ham	ξαμ	ham	Hamu	Cam	Ham
GEN 10:21!1	שֵׁ֥ם	שֵׁם	Shem	σημ	sem	Shemu	Sem	Sem
GEN 10:21!8	עֵ֔בֶר	עֵ֫בֶר	Eber	εβερ	eber	wa Eberi	Heber	Heber
GEN 10:21!10	יֶ֥פֶת	יֶ֫פֶת	Japheth	ιαφεθ	yafet	wa Yafethi	Jafet	Japet
GEN 10:22!2	שֵׁ֖ם	שֵׁם	Shem	σημ	sem	Shemu	Sem	Sem
GEN 10:22!3	עֵילָ֣ם	עֵילָם	Elam	αιλαμ	elam	ni Elamu	Elam	Elam
GEN 10:22!4	אַשּׁ֑וּר	אַשּׁוּר	Asshur	ασσουρ	Asyur	Ashuru	Asur	Assur
GEN 10:22!5	אַרְפַּכְשַׁ֖ד	אַרְפַּכְשַׁד	Arpachshad	αρφαχαδ	arpakhsad	Arfaksadi	Arfaxad	Arpaksad
GEN 10:22!6	ל֥וּד	לוּד	Lud	λουδ	lud	Ludi	Lud	Lud
GEN 10:22!7	אֲרָֽם	אֲרָם	Aram	αραμ	aram	Aramu	Aram	Ram
GEN 10:23!2	אֲרָ֑ם	אֲרָם	Aram	αραμ	aram	wa Aramu	Aram	Ram
GEN 10:23!3	ע֥וּץ	עוּץ	Uz	ως	us	ni Usi	Uz	Us
GEN 10:23!4	ח֖וּל	חוּל	Hul	ουλ	hul	Huli	Hul	Hul
GEN 10:23!5	גֶ֥תֶר	גֶּ֫תֶר	Gether	γαθερ	geter	Getheri	Geter	Geter
GEN 10:23!6	מַֽשׁ	מַשׁ	Mash	μοσοξ	mas	Mashi	Mas	Mas
GEN 10:24!1	אַרְפַּכְשַׁ֖ד	אַרְפַּכְשַׁד	Arpachshad	αρφαχαδ	arpakhsad	Arfaksadi	Arfaxad	Arpaksad
GEN 10:24!4	שָׁ֑לַח	שֶׁ֫לַח	Shelah		selah	Sela	Sala	Sela
GEN 10:24!5	שֶׁ֖לַח	שֶׁ֫לַח	Shelah	σαλα	selah	Sela	Sala	Sela
GEN 10:24!8	עֵֽבֶר	עֵ֫בֶר	Eber		eber	Eberi	Heber	Heber
GEN 10:25!1	עֵ֥בֶר	עֵ֫בֶר	Eber	εβερ	eber	Eberi	Heber	Heber
GEN 10:25!7	פֶּ֗לֶג	פֶּ֫לֶג	Peleg	φαλεκ	peleg	ni Pelegi	Peleg	Peleg
GEN 10:25!14	יָקְטָֽן	יׇקְטָן	Joktan	ιεκταν	Yoktan	Yoktani	Joctán	Joktan
GEN 10:26!1	יָקְטָ֣ן	יׇקְטָן	Joktan	ιεκταν	yoktan	Yoktani	Joctán	Joktan
GEN 10:26!4	אַלְמוֹדָ֖ד	אַלְמוֹדָד	Almodad		almodad	Almodadi	Almodad	Almodad
GEN 10:26!6	שָׁ֑לֶף	שֶׁ֫לֶף	Sheleph		selef	Shelefu	Selef	Salep
GEN 10:26!8	חֲצַרְמָ֖וֶת	חֲצַרְמָ֫וֶת	Hazarmaveth	ασαρμωθ	Hazar Mawet	Hasarmawethi	Hazar mavet	
GEN 10:26!10	יָֽרַח	יֶ֫רַח	Jerah	ιαραξ	yerah	Yera	Jera	Jerah
GEN 10:27!2	הֲדוֹרָ֥ם	הֲדוֹרָם	Hadoram	οδορρα	hadoram	Hadoramu	Adoram	Hadoram
GEN 10:27!4	אוּזָ֖ל	אוּזָל	Uzal	αιζηλ	uzal	Uzali	Uzal	Usal
GEN 10:27!6	דִּקְלָֽה	דִּקְלָה	Diklah	δεκλα	dikla	Dikla	Dicla	Dikla
GEN 10:28!2	עוֹבָ֥ל	עוֹבָל	Obal		obal	Obali	Obal	Hobal
GEN 10:28!4	אֲבִֽימָאֵ֖ל	אֲבִימָאֵל	Abimael	αβιμεηλ	abimael	Abimaeli	Abimael	Abimael
GEN 10:28!6	שְׁבָֽא	שְׁבָא	Sheba	σαβευ	syeba	Seba	Seba	Seba
GEN 10:29!2	אוֹפִ֥ר	אוֹפִיר	Ophir	ουφιρ	ofir	Ofiri	Ofir	Opir
GEN 10:29!4	חֲוִילָ֖ה	חֲוִילָה	Havilah	ευιλα	hawila	Havila	Havila	Hevila
GEN 10:29!6	יוֹבָ֑ב	יוֹבָב	Jobab	ιωβαβ	yobab	Yobabu	Jobab	Jobab
GEN 10:29!10	יָקְטָֽן	יׇקְטָן	Joktan	ιεκταν	yoktan	wa Yoktani	Joctán	Joktan
GEN 10:30!3	מֵּשָׁ֑א	מֵשָׁא	Mesha	μασση	mesa	Mesha	Mesa	Mesa
GEN 10:31!3	שֵׁ֔ם	שֵׁם	Shem	σημ	sem	Shemu	Sem	Sem
GEN 10:32!4	נֹ֛חַ	נֹחַ	Noah’s	νωε	nuh	Nuhu	Noé	Noak
GEN 11:2!7	שִׁנְעָ֖ר	שִׁנְעָר	Shinar	σεννααρ	sinear	Shinari	Sinar	Sinear
GEN 11:5!2	יְהוָ֔ה	יהוה	LORD	κύριος	tuhan	BWANA	Jehová	Jahowa
GEN 11:6!2	יְהוָ֗ה	יהוה	LORD	κύριος		BWANA	Jehová	
GEN 11:8!2	יְהוָ֥ה	יהוה	LORD	αὐτοὺς	tuhan	BWANA	Jehová	Jahowa
GEN 11:9!5	בָּבֶ֔ל	בָּבֶ֫ל	Babel	σύγξυσις	babel	Babeli	Babel	Babel
GEN 11:9!9	יְהוָ֖ה	יהוה	LORD	κύριος	tuhan	BWANA	Jehová	Jahowa
GEN 11:9!15	יְהוָ֔ה	יהוה	LORD	κύριος	tuhan	BWANA	jehová	Jahowa
GEN 11:10!3	שֵׁ֔ם	שֵׁם	Shem	σημ	sem	Shemu	Sem	Sem
GEN 11:10!4	שֵׁ֚ם	שֵׁם	Shem	σημ	sem	Shemu	Sem	Sem
GEN 11:10!10	אַרְפַּכְשָׁ֑ד	אַרְפַּכְשַׁד	Arpachshad	αρφαχαδ	arpakhsad	Arfaksadi	Arfaxad	Arpaksad
GEN 11:11!2	שֵׁ֗ם	שֵׁם	Shem	σημ	sem	Shemu	Sem	Sem
GEN 11:11!6	אַרְפַּכְשָׁ֔ד	אַרְפַּכְשַׁד	Arpachshad	αρφαχαδ	arpakhsad	Arfaksadi	Arfaxad	Arpaksad
GEN 11:12!1	אַרְפַּכְשַׁ֣ד	אַרְפַּכְשַׁד	Arpachshad	ἔζησεν	arpakhsad	Arfaksadi	Arfaxad	Arpaksad
GEN 11:12!8	שָֽׁלַח	שֶׁ֫לַח	Shelah	καιναν	selah	Sela	Sala	Sela
GEN 11:13!2	אַרְפַּכְשַׁ֗ד	אַרְפַּכְשַׁד	Arpachshad	αρφαχαδ	arpakhsad	Arfaksadi	Arfaxad	Arpaksad
GEN 11:13!6	שֶׁ֔לַח	שֶׁ֫לַח	Shelah		selah	Sela	Sala	Sela
GEN 11:14!1	שֶׁ֥לַח	שֶׁ֫לַח	Shelah	ἔζησεν	selah	Sela	Sala	Sela
GEN 11:14!7	עֵֽבֶר	עֵ֫בֶר	Eber		eber	Eberi	Heber	Heber
GEN 11:15!2	שֶׁ֗לַח	שֶׁ֫לַח	Shelah	σαλα	selah	Sela	Sala	Sela
GEN 11:15!6	עֵ֔בֶר	עֵ֫בֶר	Eber		eber	Eberi	Heber	Heber
GEN 11:16!2	עֵ֕בֶר	עֵ֫בֶר	Eber	εβερ	eber	Eberi	Heber	Heber
GEN 11:16!8	פָּֽלֶג	פֶּ֫לֶג	Peleg	φαλεκ	peleg	Pelegi	Peleg	Peleg
GEN 11:17!2	עֵ֗בֶר	עֵ֫בֶר	Eber	εβερ	eber	Eberi	Heber	Heber
GEN 11:17!6	פֶּ֔לֶג	פֶּ֫לֶג	Peleg	φαλεκ	peleg	Pelegi	Peleg	Peleg
GEN 11:18!2	פֶ֖לֶג	פֶּ֫לֶג	Peleg	φαλεκ	peleg	Pelegi	Peleg	Peleg
GEN 11:18!7	רְעֽוּ	רְעוּ	Reu	ραγαυ	rehu	Reu	Reu	Reu
GEN 11:19!2	פֶ֗לֶג	פֶּ֫לֶג	Peleg	φαλεκ	peleg	Pelegi	Peleg	Peleg
GEN 11:19!6	רְע֔וּ	רְעוּ	Reu	ραγαυ	rehu	Reu	Reu	Reu
GEN 11:20!2	רְע֔וּ	רְעוּ	Reu	ραγαυ	rehu	Reu	Reu	Reu
GEN 11:20!8	שְׂרֽוּג	שְׂרוּג	Serug	σερουξ	serug	Serugi	Serug	Serug
GEN 11:21!2	רְע֗וּ	רְעוּ	Reu	ραγαυ	rehu	Reu	Reu	Reu
GEN 11:21!6	שְׂר֔וּג	שְׂרוּג	Serug	σερουξ	serug	Serugi	Serug	Serug
GEN 11:22!2	שְׂר֖וּג	שְׂרוּג	Serug	σερουξ	serug	Serugi	Serug	Serug
GEN 11:22!7	נָחֽוֹר	נָחוֹר	Nahor	ναξωρ	nahor	Nahori	Nacor	Nahor
GEN 11:23!2	שְׂר֗וּג	שְׂרוּג	Serug	σερουξ	serug	Serugi	Serug	Serug
GEN 11:23!6	נָח֖וֹר	נָחוֹר	Nahor	ναξωρ	nahor	Nahori	Nacor	Nahor
GEN 11:24!2	נָח֔וֹר	נָחוֹר	Nahor	ναξωρ	nahor	Nahori	Nacor	Nahor
GEN 11:24!8	תָּֽרַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:25!2	נָח֗וֹר	נָחוֹר	Nahor	ναξωρ	nahor	Nahori	Nacor	Nahor
GEN 11:25!6	תֶּ֔רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:26!2	תֶ֖רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:26!7	אַבְרָ֔ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 11:26!9	נָח֖וֹר	נָחוֹר	Nahor	ναξωρ	nahor	na Nahori	Nacor	Nahor
GEN 11:26!11	הָרָֽן	הָרָן	Haran		haran	Harani	Harán	Haran
GEN 11:27!3	תֶּ֔רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:27!4	תֶּ֚רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:27!7	אַבְרָ֔ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 11:27!9	נָח֖וֹר	נָחוֹר	Nahor	ναξωρ	nahor	na Nahori	Nacor	Nahor
GEN 11:27!11	הָרָ֑ן	הָרָן	Haran		haran	Harani	Harán	Haran
GEN 11:27!12	הָרָ֖ן	הָרָן	Haran	αρραν	Haran	Harani	Harán	Haran
GEN 11:27!15	לֽוֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 11:28!2	הָרָ֔ן	הָרָן	Haran	αρραν	haran	Harani	Harán	Haran
GEN 11:28!5	תֶּ֣רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:28!9	א֥וּר	אוּר	Ur		Ur	Uru	Ur	Ur
GEN 11:28!10	כַּשְׂדִּֽים	כַּשְׂדִּים	Chaldeans	ξαλδαίων	kasdim	wa Wakaldayo	caldeos	Kasdim
GEN 11:29!2	אַבְרָ֧ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Dung
GEN 11:29!3	נָח֛וֹר	נָחוֹר	Nahor	ναξωρ	nahor	Nahori	Nacor	Nahor
GEN 11:29!8	אַבְרָם֙	אַבְרָם	Abram’s	αβραμ	abram	Abramu	Abram	Dung
GEN 11:29!9	שָׂרָ֔י	שָׂרַי	Sarai	σαρα	sarai	aliitwa Sarai	Sarai	Sarai
GEN 11:29!12	נָחוֹר֙	נָחוֹר	Nahor’s	ναξωρ	Nahor	Nahori	Nacor	Nahor
GEN 11:29!13	מִלְכָּ֔ה	מִלְכָּה	Milcah	μελξα	milka	aliitwa Milka	Milca	Milka
GEN 11:29!15	הָרָ֥ן	הָרָן	Haran	αρραν	haran	Harani	Harán	Haran
GEN 11:29!17	מִלְכָּ֖ה	מִלְכָּה	Milcah	μελξα	Milka	Milka	Milca	Milka
GEN 11:29!19	יִסְכָּֽה	יִסְכָּה	Iscah	ιεσξα	yiska	Iska	Isca	Jiska
GEN 11:30!2	שָׂרַ֖י	שָׂרַי	Sarai	σαρα	sarai	Sarai	Sarai	Sarai
GEN 11:31!2	תֶּ֜רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:31!4	אַבְרָ֣ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 11:31!7	ל֤וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 11:31!9	הָרָן֙	הָרָן	Haran	αρραν	haran	Harani	Harán	Haran
GEN 11:31!13	שָׂרַ֣י	שָׂרַי	Sarai		sarai	Sarai	Sarai	Sarai
GEN 11:31!16	אַבְרָ֣ם	אַבְרָם	Abram’s	αβραμ	abram	Abramu	Abram	Abram
GEN 11:31!20	א֣וּר	אוּר	Ur		Ur	Uru wa	Ur	Ur
GEN 11:31!21	כַּשְׂדִּ֗ים	כַּשְׂדִּים	Chaldeans	ξαλδαίων	kasdim	Wakaldayo	caldeos	Kasdim
GEN 11:31!24	כְּנַ֔עַן	כְּנַ֫עַן	Canaan	ξανααν	kanaan	Kanaani	Canaán	Kanaan
GEN 11:31!27	חָרָ֖ן	חָרָן	Haran	ξαρραν	haran	Harani	Harán	Haran
GEN 11:32!3	תֶ֔רַח	תֶּ֫רַח	Terah	θαρα	terah	Tera	Taré	Tara
GEN 11:32!9	תֶּ֖רַח	תֶּ֫רַח	Terah	θαρα		Tera	Taré	
GEN 11:32!10	חָרָֽן	חָרָן	Haran	ξαρραν	haran	Harani	Harán	Haran
GEN 12:1!2	יְהוָה֙	יהוה	LORD	κύριος	tuhan	BWANA	Jehová	Jahowa
GEN 12:1!4	אַבְרָ֔ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:4!2	אַבְרָ֗ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:4!6	יְהוָ֔ה	יהוה	LORD	κύριος	tuhan	BWANA	Jehová	Jahowa
GEN 12:4!9	ל֑וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 12:4!10	אַבְרָ֗ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:4!17	חָרָֽן	חָרָן	Haran	ξαρραν	haran	Harani	Harán	Haran
GEN 12:5!2	אַבְרָם֩	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Dung
GEN 12:5!4	שָׂרַ֨י	שָׂרַי	Sarai		sarai	Sarai	Sarai	Sarai
GEN 12:5!7	ל֣וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 12:5!19	חָרָ֑ן	חָרָן	Haran	ξαρραν	haran	Harani	Harán	Haran
GEN 12:5!23	כְּנַ֔עַן	כְּנַ֫עַן	Canaan	ξανααν	kanaan	Kanaani	Canaán	Kanaan
GEN 12:5!26	כְּנָֽעַן	כְּנַ֫עַן	Canaan	ξανααν		Kanaani	Canaán	
GEN 12:6!2	אַבְרָם֙	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:6!6	שְׁכֶ֔ם	שְׁכֶם	Shechem	συξεμ	sikhem	Shekemu	Siquem	Sikem
GEN 12:6!9	מוֹרֶ֑ה	מוֹרֶה	Moreh		more	More	encino de More	More
GEN 12:7!2	יְהוָה֙	יהוה	LORD	κύριος	tuhan	BWANA	Jehová	Jahowa
GEN 12:7!4	אַבְרָ֔ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:7!14	יהוָ֖ה	יהוה	LORD	κυρίῳ	tuhan	BWANA	Jehová	Jahowa
GEN 12:8!12	עַ֣י	עַי	Ai	αγγαι	ai	Ai	Hai	Ai
GEN 12:8!17	יהוָ֔ה	יהוה	LORD	κυρίῳ	tuhan	BWANA	Jehová	Jahowa
GEN 12:8!20	יְהוָֽה	יהוה	LORD	κυρίου	tuhan	BWANA	Jehová	Jahowa
GEN 12:9!2	אַבְרָ֔ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:10!5	אַבְרָ֤ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:11!8	שָׂרַ֣י	שָׂרַי	Sarai	σαρα	sarai	Sarai	Sarai	Sarai
GEN 12:14!3	אַבְרָ֖ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:15!4	פַרְעֹ֔ה	פַּרְעֹה	Pharaoh’s	φαραω	firaun	Farao	Faraón	raja
GEN 12:15!8	פַּרְעֹ֑ה	פַּרְעֹה	Pharaoh	φαραω	firaun	Farao		raja
GEN 12:15!12	פַּרְעֹֽה	פַּרְעֹה	Pharaoh’s	φαραω		mwa Farao	Faraón	
GEN 12:16!1	אַבְרָ֥ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:17!2	יְהוָ֧ה	יהוה	LORD	θεὸς	tuhan	BWANA	Jehová	Jahowa
GEN 12:17!4	פַּרְעֹ֛ה	פַּרְעֹה	Pharaoh	φαραω	firaun	Farao	Faraón	raja
GEN 12:17!11	שָׂרַ֖י	שָׂרַי	Sarai	σαρας	sarai	Sarai	Sarai	Sarai
GEN 12:17!13	אַבְרָֽם	אַבְרָם	Abram’s	αβραμ	abram	Abramu	Abram	Abram
GEN 12:18!2	פַרְעֹה֙	פַּרְעֹה	Pharaoh	φαραω	firaun	Farao	Faraón	raja
GEN 12:18!3	אַבְרָ֔ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 12:20!3	פַּרְעֹ֖ה	פַּרְעֹה	Pharaoh	φαραω	firaun	Farao	Faraón	raja
GEN 13:1!2	אַבְרָ֨ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:1!3	מִּצְרַ֜יִם	מִצְרַ֫יִם	Egypt	αἰγύπτου	mesir	Misri	Egipto	Misir
GEN 13:1!9	ל֥וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:2!1	אַבְרָ֖ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:3!19	עָֽי	עַי	Ai	αγγαι	ai	Ai	Hai	Ai
GEN 13:4!10	אַבְרָ֖ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:4!12	יְהוָֽה	יהוה	LORD	κυρίου	tuhan	BWANA	Jehová	Jahowa
GEN 13:5!2	ל֔וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:5!5	אַבְרָ֑ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:7!6	אַבְרָ֔ם	אַבְרָם	Abram’s	αβραμ	abram	Abramu	Abram	Abram
GEN 13:7!10	ל֑וֹט	לוֹט	Lot’s	λωτ	lot	Lutu	Lot	Lot
GEN 13:8!2	אַבְרָ֜ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:8!4	ל֗וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:10!2	ל֣וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:10!9	יַּרְדֵּ֔ן	יַרְדֵּן	Jordan	ιορδάνου	yordan	Yordani	Jordán	Jordan
GEN 13:10!15	יְהוָ֗ה	יהוה	LORD	θεὸν	tuhan	BWANA	Jehová	Jahowa
GEN 13:10!17	סְדֹם֙	סְדֹם	Sodom	σοδομα	sodom	Sodoma	Sodoma	Sodom
GEN 13:10!19	עֲמֹרָ֔ה	עֲמֹרָה	Gomorrah	γομορρα	gomora	Gomora	Gomorra	Gomorra
GEN 13:10!21	יְהוָה֙	יהוה	LORD	θεοῦ	tuhan	BWANA	Jehová	Jahowa
GEN 13:10!23	מִצְרַ֔יִם	מִצְרַ֫יִם	Egypt	αἰγύπτου	mesir	Misri	Egipto	Misir
GEN 13:10!25	צֹֽעַר	צֹ֫עַר	Zoar	ζογορα	zoar	Soari	Zoar	Zoar
GEN 13:11!3	ל֗וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:11!7	יַּרְדֵּ֔ן	יַרְדֵּן	Jordan	ιορδάνου	yordan	Yordani	Jordán	Jordan
GEN 13:11!9	ל֖וֹט	לוֹט	Lot	λωτ		Lutu	Lot	
GEN 13:12!1	אַבְרָ֖ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:12!4	כְּנָ֑עַן	כְּנַ֫עַן	Canaan	ξανααν	kanaan	ya Kanaani	Canaán	Kanaan
GEN 13:12!5	ל֗וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:12!11	סְדֹֽם	סְדֹם	Sodom	σοδομοις	sodom	Sodoma	Sodoma	Sodom
GEN 13:13!2	סְדֹ֔ם	סְדֹם	Sodom		sodom	Sodoma	Sodoma	Sodom
GEN 13:13!5	יהוָ֖ה	יהוה	LORD	θεοῦ	tuhan	BWANA	Jehová	Jahowa
GEN 13:14!1	יהוָ֞ה	יהוה	LORD	θεὸς	tuhan	BWANA	jehová	Jahowa
GEN 13:14!4	אַבְרָ֗ם	אַבְרָם	Abram	αβραμ	Abram	Abramu	Abram	Abram
GEN 13:14!7	ל֣וֹט	לוֹט	Lot	λωτ	lot	Lutu	Lot	Lot
GEN 13:18!2	אַבְרָ֗ם	אַבְרָם	Abram	αβραμ	abram	Abramu	Abram	Abram
GEN 13:18!6	מַמְרֵ֖א	מַמְרֵא	Mamre	μαμβρη	mamre	ya Mamre	encinar de Mamre	Mamre
GEN 13:18!8	חֶבְר֑וֹן	חֶבְרוֹן	Hebron	ξεβρων	hebron	miti iliyoko Hebroni	Hebrón	Hebron
